title,location,price,room_size_sqm,listing_date,cam_free_per_month,property_type,is_finish_construct,constructed_year,bedrooms,bathrooms,no_floors,balcony_view,room_furniture,estimate_rent_per_month,url
1 Bedroom Condo for sale at Supalai Wellington ,"Huai Khwang, Huai Khwang,Bangkok",3800000,47,"May 25, 2022",1692,Condo,Completed,Dec 2014,1,1,7,City View,Fully Furnished,16000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-supalai-wellington-in-huai-khwang-bangkok-u1096674
2 Bedroom Condo for sale at Supalai Wellington ,"Huai Khwang, Huai Khwang,Bangkok",6500000,90,"May 25, 2022",3240,Condo,Completed,Dec 2014,2,2,6,City View,Fully Furnished,30000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-supalai-wellington-in-huai-khwang-bangkok-u1096720
1 Bedroom Condo for sale at Aspire Rama 9 ,"Bang Kapi, Huai Khwang,Bangkok",3900000,32,"May 24, 2022",1120,Condo,Completed,Dec 2013,1,1,22,City View,Fully Furnished,13000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-aspire-rama-9-in-bang-kapi-bangkok-u1096774
2 Bedroom Condo for sale at Knightsbridge Collage Ramkhamhaeng ,"Hua Mak, Bang Kapi,Bangkok",6700000,43,"May 24, 2022",1200,Condo,Completed,Mar 2020,2,1,8,City View,Fully Furnished,26000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-knightsbridge-collage-ramkhamhaeng-in-hua-mak-bangkok-u1097246
Studio Condo for sale at Ideo Sukhumvit 93 ,"Bang Chak, Phra Khanong,Bangkok",3500000,26,"May 24, 2022",1170,Condo,Completed,Dec 2018,Studio,1,8,"City View, Unblocked Open View",Fully Furnished,12000,https://www.fazwaz.com/property-sales/studio-condo-for-sale-at-ideo-sukhumvit-93-in-bang-chak-bangkok-u1097512
1 Bedroom Condo for sale at KnightsBridge Prime Onnut ,"Phra Khanong Nuea, Watthana,Bangkok",5990000,32,"May 24, 2022",1760,Condo,Completed,Oct 2020,1,1,19,City View,Fully Furnished,21800,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-knightsbridge-prime-onnut-in-phra-khanong-nuea-bangkok-u1096672
1 Bedroom Condo for sale at Quintara Phume Sukhumvit 39 ,"Khlong Tan Nuea, Watthana,Bangkok",3560000,29,"May 24, 2022",1450,Condo,Completed,Jun 2022,1,1,3,River or Canal View,Fully Furnished,15200,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-quintara-phume-sukhumvit-39-in-khlong-tan-nuea-bangkok-u1092194
1 Bedroom Condo for sale at Wyne Sukhumvit ,"Phra Khanong, Khlong Toei,Bangkok",3820000,30,"May 24, 2022",1650,Condo,Completed,Dec 2012,1,1,20,City View,Fully Furnished,16600,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-wyne-sukhumvit-in-phra-khanong-bangkok-u1097510
2 Bedroom Condo for sale at Wyne Sukhumvit ,"Phra Khanong, Khlong Toei,Bangkok",7620000,68.80,"May 24, 2022",3784,Condo,Completed,Dec 2012,2,2,13,City View,Fully Furnished,30300,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-wyne-sukhumvit-in-phra-khanong-bangkok-u1097508
1 Bedroom Condo for sale at Supalai Wellington ,"Huai Khwang, Huai Khwang,Bangkok",4300000,47,"May 24, 2022",1692,Condo,Completed,Dec 2014,1,1,8,City View,Fully Furnished,16000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-supalai-wellington-in-huai-khwang-bangkok-u1096666
3 Bedroom Condo for sale at Sathorn Gardens ,"Thung Mahamek, Sathon,Bangkok",35000000,200,"May 24, 2022",5000,Condo,Completed,Dec 2008,3,4,39,City View,Negotiable,106000,https://www.fazwaz.com/property-sales/3-bedroom-condo-for-sale-at-sathorn-gardens-in-thung-mahamek-bangkok-u1093502
1 Bedroom Condo for sale at Supalai Wellington 2 ,"Huai Khwang, Huai Khwang,Bangkok",4300000,45,"May 24, 2022",N/A,Condo,Completed,Dec 2017,1,1,10,City View,Fully Furnished,15000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-supalai-wellington-2-in-huai-khwang-bangkok-u1096658
1 Bedroom Condo for sale at Ivy Ampio ,"Huai Khwang, Huai Khwang,Bangkok",7200000,44,"May 24, 2022",2200,Condo,Completed,Dec 2013,1,1,13,"City View, Unblocked Open View",Fully Furnished,28000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-ivy-ampio-in-huai-khwang-bangkok-u1096652
1 Bedroom Condo for sale at Lumpini Ville Cultural Center ,"Sam Sen Nok, Huai Khwang,Bangkok",2330000,35,"May 24, 2022",875,Condo,Completed,Dec 2005,1,1,2,Blocked View,Fully Furnished,11700,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-lumpini-ville-cultural-center-in-sam-sen-nok-bangkok-u1096650
1 Bedroom Condo for sale at Knightsbridge​ Phaholyothin​ - Interchange​ ,"Anusawari, Bang Khen,Bangkok",4850000,53,"May 24, 2022",N/A,Condo,Completed,Jun 2019,1,1,14,City View,Fully Furnished,23000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-knightsbridge-phaholyothin-interchange-in-anusawari-bangkok-u1096628
2 Bedroom Condo for sale at Define by Mayfair Sukhumvit 50 ,"Phra Khanong, Khlong Toei,Bangkok",6169700,68,"May 23, 2022",3740,Condo,Completed,Feb 2021,2,2,8,City View,Fully Furnished,26600,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-define-by-mayfair-sukhumvit-50-in-phra-khanong-bangkok-u1096428
1 Bedroom Condo for sale at U Delight Residence Phatthanakan ,"Suan Luang, Suan Luang,Bangkok",2890000,35,"May 23, 2022",1225,Condo,Completed,Dec 2012,1,1,20,City View,Fully Furnished,13700,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-u-delight-residence-phatthanakan-in-suan-luang-bangkok-u1096488
1 Bedroom Condo for sale at Chewathai Phetkasem 27 ,"Bang Wa, Phasi Charoen,Bangkok",2550000,26,"May 23, 2022",910,Condo,Completed,Jul 2018,1,1,23,City View,Fully Furnished,8290,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-chewathai-phetkasem-27-in-bang-wa-bangkok-u1096486
Studio Condo for sale at Ideo Mobi Sukhumvit 81 ,"Bang Chak, Phra Khanong,Bangkok",2800000,22,"May 23, 2022",880,Condo,Completed,Dec 2013,Studio,1,22,City View,Fully Furnished,10800,https://www.fazwaz.com/property-sales/studio-condo-for-sale-at-ideo-mobi-sukhumvit-81-in-bang-chak-bangkok-u1096484
1 Bedroom Condo for sale at Lumpini Place Ramintra-Laksi ,"Anusawari, Bang Khen,Bangkok",2590000,35,"May 23, 2022",30,Condo,Completed,Dec 2009,1,1,7,City View,Fully Furnished,9370,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-lumpini-place-ramintra-laksi-in-anusawari-bangkok-u1096478
1 Bedroom Condo for sale at H Sukhumvit 43 ,"Khlong Tan Nuea, Watthana,Bangkok",17000000,89,"May 23, 2022",4005,Condo,Completed,Dec 2014,1,1,8,Golf Course View,Fully Furnished,76300,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-h-sukhumvit-43-in-khlong-tan-nuea-bangkok-u1096440
1 Bedroom Condo for sale at Lumpini Ville Ramkhamhaeng 44 ,"Hua Mak, Bang Kapi,Bangkok",2150000,35,"May 23, 2022",28,Condo,Completed,Dec 2007,1,1,9,City View,Fully Furnished,8800,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-lumpini-ville-ramkhamhaeng-44-in-hua-mak-bangkok-u1096470
1 Bedroom Condo for sale at The Fine Bangkok Thonglor-Ekamai ,"Khlong Tan Nuea, Watthana,Bangkok",6200000,35,"May 23, 2022",1750,Condo,Completed,Oct 2020,1,1,15,City View,Fully Furnished,19600,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-the-fine-bangkok-thonglor-ekamai-in-khlong-tan-nuea-bangkok-u1096466
3 Bedroom Condo for sale at The XXXIX By Sansiri ,"Khlong Tan Nuea, Watthana,Bangkok",44000000,133,"May 23, 2022",60,Condo,Completed,Dec 2014,3,3,28,City View,Fully Furnished,140000,https://www.fazwaz.com/property-sales/3-bedroom-condo-for-sale-at-the-xxxix-by-sansiri-in-khlong-tan-nuea-bangkok-u1094204
1 Bedroom Condo for sale at The Room Sukhumvit 62 ,"Bang Chak, Phra Khanong,Bangkok",5500000,45,"May 23, 2022",1800,Condo,Completed,Dec 2009,1,1,20,City View,Fully Furnished,20600,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-the-room-sukhumvit-62-in-bang-chak-bangkok-u1095890
1 Bedroom Condo for sale at The Room Sukhumvit 62 ,"Bang Chak, Phra Khanong,Bangkok",5500000,45,"May 23, 2022",1800,Condo,Completed,Dec 2009,1,1,11,City View,Fully Furnished,20600,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-the-room-sukhumvit-62-in-bang-chak-bangkok-u1095888
1 Bedroom Condo for sale at The Room Sukhumvit 62 ,"Bang Chak, Phra Khanong,Bangkok",5500000,45,"May 23, 2022",1800,Condo,Completed,Dec 2009,1,1,9,City View,Fully Furnished,20600,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-the-room-sukhumvit-62-in-bang-chak-bangkok-u1095886
1 Bedroom Condo for sale at The Room Sukhumvit 62 ,"Bang Chak, Phra Khanong,Bangkok",5500000,45,"May 23, 2022",1800,Condo,Completed,Dec 2009,1,1,8,City View,Fully Furnished,20600,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-the-room-sukhumvit-62-in-bang-chak-bangkok-u1095884
1 Bedroom Condo for sale at The Room Sukhumvit 62 ,"Bang Chak, Phra Khanong,Bangkok",5500000,45,"May 23, 2022",1800,Condo,Completed,Dec 2009,1,1,7,City View,Fully Furnished,20600,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-the-room-sukhumvit-62-in-bang-chak-bangkok-u1095882
2 Bedroom Condo for sale at Lumpini Ville Ramkhamhaeng 60/2 ,"Hua Mak, Bang Kapi,Bangkok",3200000,45,"May 23, 2022",1350,Condo,Completed,Dec 2013,2,2,2,"Park View, Unblocked Open View",Fully Furnished,13000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-lumpini-ville-ramkhamhaeng-602-in-hua-mak-bangkok-u1030498
1 Bedroom Condo for sale at The Room Sukhumvit 62 ,"Bang Chak, Phra Khanong,Bangkok",5500000,45,"May 23, 2022",1800,Condo,Completed,Dec 2009,1,1,6,City View,Fully Furnished,20600,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-the-room-sukhumvit-62-in-bang-chak-bangkok-u1095880
1 Bedroom Condo for sale at Venio Sukhumvit 10 ,"Khlong Toei, Khlong Toei,Bangkok",5600000,35,"May 23, 2022",118000,Condo,Completed,Dec 2017,1,1,2,Garden View,Fully Furnished,118000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-venio-sukhumvit-10-in-khlong-toei-bangkok-u1092312
Studio Condo for sale at Jewelry Trade Center ,"Si Lom, Bang Rak,Bangkok",3300000,37,"May 23, 2022",2038,Condo,Completed,Dec 1995,Studio,1,12,"City View, Unblocked Open View",Fully Furnished,2038,https://www.fazwaz.com/property-sales/studio-condo-for-sale-at-jewelry-trade-center-in-si-lom-bangkok-u1095852
1 Bedroom Condo for sale at Knightsbridge Prime Sathorn ,"Thung Wat Don, Sathon,Bangkok",7420000,44,"May 23, 2022",2420,Condo,Completed,Jul 2019,1,1,42,City View,Fully Furnished,35000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-knightsbridge-prime-sathorn-in-thung-wat-don-bangkok-u1095502
1 Bedroom Condo for sale at Felic Condo Ladprao Wanghin 79 ,"Chantharakasem, Chatuchak,Bangkok",2000000,25,"May 23, 2022",40,Condo,Completed,May 2018,1,1,7,City View,Fully Furnished,40,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-felic-condo-ladprao-wanghin-79-in-chantharakasem-bangkok-u1094666
1 Bedroom Condo for sale at Saladaeng One ,"Si Lom, Bang Rak,Bangkok",17999999,56,"May 23, 2022",5040,Condo,Completed,Dec 2018,1,1,8,City View,Fully Furnished,55000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-saladaeng-one-in-si-lom-bangkok-u1095966
1 Bedroom Condo for sale at I-House Laguna Garden ,"Bang Kapi, Huai Khwang,Bangkok",1590000,28,"May 23, 2022",700,Condo,Completed,Jan 2006,1,1,3,City View,Fully Furnished,5710,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-i-house-laguna-garden-in-bang-kapi-bangkok-u1096448
2 Bedroom Condo for sale at Lake Green Condominium ,"Lumphini, Pathum Wan,Bangkok",18000000,135,"May 20, 2022",N/A,Condo,Completed,Oct 1997,2,2,17,"River or Canal View, Park View, City View",Fully Furnished,58000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-lake-green-condominium-in-lumphini-bangkok-u1095500
1 Bedroom Condo for sale at Noble BE33 ,"Khlong Tan Nuea, Watthana,Bangkok",9800000,40,"May 20, 2022",2800,Condo,Completed,Dec 2017,1,1,20,"City View, Unblocked Open View",Fully Furnished,34000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-noble-be33-in-khlong-tan-nuea-bangkok-u1090072
Studio Condo for sale at Lumpini Condotown Romklao - Suvarnabhumi ,"Khlong Sam Prawet, Lat Krabang,Bangkok",1019700,22,"May 20, 2022",N/A,Condo,Completed,Oct 2016,Studio,1,8,City View,Unfurnished,5670,https://www.fazwaz.com/property-sales/studio-condo-for-sale-at-lumpini-condotown-romklao-suvarnabhumi-in-khlong-sam-prawet-bangkok-u1095514
3 Bedroom Condo for sale at Wittayu Complex ,"Makkasan, Ratchathewi,Bangkok",10800000,155,"May 20, 2022",5425,Condo,Completed,Dec 1996,3,3,22,City View,Fully Furnished,35600,https://www.fazwaz.com/property-sales/3-bedroom-condo-for-sale-at-wittayu-complex-in-makkasan-bangkok-u1095508
1 Bedroom Condo for sale at HQ By Sansiri ,"Khlong Tan Nuea, Watthana,Bangkok",14162500,55,"May 20, 2022",55,Condo,Completed,Dec 2013,1,1,29,City View,Fully Furnished,55000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-hq-by-sansiri-in-khlong-tan-nuea-bangkok-u1094696
1 Bedroom Condo for sale at Supalai Place ,"Khlong Tan Nuea, Watthana,Bangkok",3500000,50,"May 20, 2022",1550,Condo,Completed,Dec 1994,1,1,21,City View,Fully Furnished,22000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-supalai-place-in-khlong-tan-nuea-bangkok-u1095482
1 Bedroom Condo for sale at Supalai Place ,"Khlong Tan Nuea, Watthana,Bangkok",3300000,50,"May 20, 2022",1550,Condo,Completed,Dec 1994,1,1,11,City View,Fully Furnished,17100,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-supalai-place-in-khlong-tan-nuea-bangkok-u1095478
1 Bedroom Condo for sale at Focus Ploenchit ,"Khlong Toei, Khlong Toei,Bangkok",6500000,47,"May 20, 2022",2585,Condo,Completed,Dec 2013,1,1,4,City View,Fully Furnished,26200,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-focus-ploenchit-in-khlong-toei-bangkok-u1095466
1 Bedroom Condo for sale at Supalai Lite Ratchada Narathiwas ,"Chong Nonsi, Yan Nawa,Bangkok",5380000,50,"May 20, 2022",N/A,Condo,Completed,Nov 2018,1,1,24,City View,Fully Furnished,17900,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-supalai-lite-ratchada-narathiwas-in-chong-nonsi-bangkok-u1095320
1 Bedroom Condo for sale at Elio Del Ray ,"Bang Chak, Phra Khanong,Bangkok",2600000,34,"May 20, 2022",1530,Condo,Completed,Dec 2013,1,1,4,City View,Partly Furnished,10600,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-elio-del-ray-in-bang-chak-bangkok-u1094806
4 Bedroom Condo for sale at Crystal Garden ,"Khlong Toei, Khlong Toei,Bangkok",20000000,333,"May 20, 2022",N/A,Condo,Completed,Dec 1991,4,3,10,"City View, Unblocked Open View",Fully Furnished,75000,https://www.fazwaz.com/property-sales/4-bedroom-condo-for-sale-at-crystal-garden-in-khlong-toei-bangkok-u1095362
1 Bedroom Condo for sale at Wish Signature Midtown Siam ,"Thanon Phet Buri, Ratchathewi,Bangkok",4800000,27,"May 20, 2022",2160,Condo,Completed,Oct 2017,1,1,14,City View,Fully Furnished,15800,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-wish-signature-midtown-siam-in-thanon-phet-buri-bangkok-u1094846
Studio Condo for sale at Kacha Puri Condominium ,"Taling Chan, Taling Chan,Bangkok",850000,33,"May 20, 2022",N/A,Condo,Completed,Feb 2010,Studio,1,4,City View,Fully Furnished,Estimate rent is not available,https://www.fazwaz.com/property-sales/studio-condo-for-sale-at-kacha-puri-condominium-in-taling-chan-bangkok-u1094814
1 Bedroom Condo for sale at The Excel Bearing ,"Bang Na, Bang Na,Bangkok",2000000,27,"May 19, 2022",50,Condo,Completed,Jan 2014,1,1,3,Pool View,Fully Furnished,50,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-the-excel-bearing-in-bang-na-bangkok-u1095332
1 Bedroom Condo for sale at Q House Sathorn ,"Khlong Ton Sai, Khlong San,Bangkok",5649280,47,"May 19, 2022",2115,Condo,Completed,Dec 2009,1,1,15,City View,Fully Furnished,21000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-q-house-sathorn-in-khlong-ton-sai-bangkok-u1095290
2 Bedroom Condo for sale at Maestro 19 Ratchada 19 - Vipha ,"Din Daeng, Din Daeng,Bangkok",7200000,61,"May 19, 2022",3965,Condo,Completed,Nov 2019,2,2,7,Pool View,Fully Furnished,3965,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-maestro-19-ratchada-19-vipha-in-din-daeng-bangkok-u1095316
1 Bedroom Condo for sale at Ideo Mix Sukhumvit 103 ,"Bang Na, Bang Na,Bangkok",3200000,32,"May 19, 2022",960,Condo,Completed,Feb 2010,1,1,11,"City View, Garden View",Fully Furnished,11900,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-ideo-mix-sukhumvit-103-in-bang-na-bangkok-u1095266
2 Bedroom Condo for sale at Avenue 61 ,"Khlong Tan Nuea, Watthana,Bangkok",12000000,107,"May 19, 2022",3745,Condo,Completed,Dec 2005,2,2,5,City View,Fully Furnished,40000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-avenue-61-in-khlong-tan-nuea-bangkok-u1094494
Studio Condo for sale at Whizdom Station Ratchada-Thapra ,"Dao Khanong, Thon Buri,Bangkok",3100000,23,"May 19, 2022",1035,Condo,Completed,Aug 2018,Studio,1,34,City View,Fully Furnished,1035,https://www.fazwaz.com/property-sales/studio-condo-for-sale-at-whizdom-station-ratchada-thapra-in-dao-khanong-bangkok-u1095218
1 Bedroom Condo for sale at Ceil By Sansiri ,"Khlong Tan Nuea, Watthana,Bangkok",4200000,30,"May 19, 2022",1500,Condo,Completed,Feb 2013,1,1,7,City View,Fully Furnished,17100,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-ceil-by-sansiri-in-khlong-tan-nuea-bangkok-u1095864
4 Bedroom Condo for sale at Belgravia Residences ,"Khlong Tan, Khlong Toei,Bangkok",50000000,295,"May 19, 2022",9735,Condo,Completed,Dec 2007,4,4.5,7,City View,Partly Furnished,120000,https://www.fazwaz.com/property-sales/4-bedroom-condo-for-sale-at-belgravia-residences-in-khlong-tan-bangkok-u1095842
1 Bedroom Condo for sale at Le Cote Thonglor 8 ,"Khlong Tan Nuea, Watthana,Bangkok",3700000,33.33,"May 19, 2022",1833,Condo,Completed,Dec 2012,1,1,4,Blocked View,Fully Furnished,15400,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-le-cote-thonglor-8-in-khlong-tan-nuea-bangkok-u1094858
1 Bedroom Condo for sale at Maestro 19 Ratchada 19 - Vipha ,"Din Daeng, Din Daeng,Bangkok",3400000,34.50,"May 19, 2022",2243,Condo,Completed,Nov 2019,1,1,4,City View,Fully Furnished,2243,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-maestro-19-ratchada-19-vipha-in-din-daeng-bangkok-u1094706
2 Bedroom Condo for sale at Le Premier 2 ,"Khlong Tan Nuea, Watthana,Bangkok",10500000,123,"May 19, 2022",10500000,Condo,Completed,Dec 1997,2,3,9,Blocked View,Fully Furnished,10500000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-le-premier-2-in-khlong-tan-nuea-bangkok-u1094704
1 Bedroom Condo for sale at Ceil By Sansiri ,"Khlong Tan Nuea, Watthana,Bangkok",6500000,48,"May 19, 2022",2400,Condo,Completed,Feb 2013,1,1,9,Blocked View,Fully Furnished,26400,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-ceil-by-sansiri-in-khlong-tan-nuea-bangkok-u1095844
1 Bedroom Condo for sale at Metro Sky Prachachuen ,"Wong Sawang, Bang Sue,Bangkok",2690000,30,"May 19, 2022",1050,Condo,Completed,Dec 2017,1,1,4,City View,Fully Furnished,11100,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-metro-sky-prachachuen-in-wong-sawang-bangkok-u1094702
1 Bedroom Condo for sale at Ideo Mix Phaholyothin ,"Sam Sen Nai, Phaya Thai,Bangkok",4500000,38,"May 19, 2022",30,Condo,Completed,Jan 2010,1,1,22,City View,Fully Furnished,17200,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-ideo-mix-phaholyothin-in-sam-sen-nai-bangkok-u1094686
1 Bedroom Condo for sale at Metro Luxe Ratchada ,"Din Daeng, Din Daeng,Bangkok",3800000,28.36,"May 19, 2022",1276,Condo,Completed,Aug 2017,1,1,8,City View,Fully Furnished,13200,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-metro-luxe-ratchada-in-din-daeng-bangkok-u1095820
2 Bedroom Condo for sale at Hyde Sukhumvit 13 ,"Khlong Toei Nuea, Watthana,Bangkok",20300000,110,"May 19, 2022",5500,Condo,Completed,Dec 2014,2,2,21,City View,Fully Furnished,65000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-hyde-sukhumvit-13-in-khlong-toei-nuea-bangkok-u37401
1 Bedroom Condo for sale at Sindhorn Residence [Leasehold] ,"Wang Mai, Pathum Wan,Bangkok",19552000,72,"May 19, 2022",N/A,Condo,Completed,Jul 2018,1,1,20,"Park View, City View",Fully Furnished,79700,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-sindhorn-residence-in-wang-mai-bangkok-u1094328
